img_id,img_name,img_ext,img_dir,img_shape,img_size,img_mean,img_std,dtype
2e2454779086,2e2454779086.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",615410,128.85906346638998,51.55864199011576,uint8
2f6a5288c268,2f6a5288c268.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",602130,153.5347785949707,42.43709071146955,uint8
2ef8e5c4b6ef,2ef8e5c4b6ef.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",530100,146.92855580647787,48.298769742575445,uint8
2f1030b079ed,2f1030b079ed.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",584414,142.58363469441733,43.654461245820634,uint8
2ee7ee026089,2ee7ee026089.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",592172,146.08663177490234,42.065729143340306,uint8
2f6b28d2448b,2f6b28d2448b.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",606544,152.24273554484049,41.984321150287386,uint8
2fe6f1572e69,2fe6f1572e69.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",664908,142.36712646484375,49.7909660587631,uint8
2f79cce4425a,2f79cce4425a.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",619176,155.01348749796549,43.73710686394379,uint8
2fd34ea042aa,2fd34ea042aa.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",682672,136.32244745890299,52.80705294904905,uint8
2f5cc02249e3,2f5cc02249e3.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",575640,161.4813435872396,35.72488766696589,uint8
2f3dd0db34c5,2f3dd0db34c5.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",654882,138.88109334309897,54.4495149009996,uint8
2fcde53ed64e,2fcde53ed64e.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",605520,150.718381245931,42.797155963846805,uint8
2e51dff130b7,2e51dff130b7.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",609654,151.8640047709147,46.44575738785271,uint8
2f9a34bfa69f,2f9a34bfa69f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",615924,159.05768330891928,45.936586446237506,uint8
2f851191509c,2f851191509c.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",662554,137.26435470581055,52.36998366593675,uint8
2fdbd46b42d7,2fdbd46b42d7.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",622594,128.48256047566733,48.17512195318893,uint8
2fddd62c05ef,2fddd62c05ef.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",627248,129.03305308024088,54.44423233392804,uint8
2fd51f0888e1,2fd51f0888e1.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",641136,122.87576166788737,52.059119024856784,uint8
2fee690bc5b0,2fee690bc5b0.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",611736,149.65802256266275,53.116814362283584,uint8
2f7fe5d89a6f,2f7fe5d89a6f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",655928,131.24973805745444,53.897175613626835,uint8
2f70b3989b00,2f70b3989b00.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",678294,125.1880391438802,54.67928129243582,uint8
2feddbc54e20,2feddbc54e20.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",600662,158.24620819091797,47.3316521282377,uint8
2fa13b04e7c2,2fa13b04e7c2.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",667310,138.7195078531901,52.190353599373296,uint8
2f122d53bc74,2f122d53bc74.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",655244,135.9570744832357,54.692344569184385,uint8
2efc2ccbcd72,2efc2ccbcd72.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",604246,129.61968485514322,53.21137280983971,uint8
2f29b4232ec9,2f29b4232ec9.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",587092,130.07385381062826,52.10362103444786,uint8
2ed10f979074,2ed10f979074.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",609482,163.80103047688803,40.070341600195356,uint8
2e3a658a8c8e,2e3a658a8c8e.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",646218,144.99220275878906,55.24724580263343,uint8
2f1744d733ad,2f1744d733ad.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",628160,134.35913848876953,53.2307916856993,uint8
2f1000867a48,2f1000867a48.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",600876,146.1983782450358,45.23220885452547,uint8
2f6660df66a9,2f6660df66a9.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",623152,145.44450505574545,55.251264900401715,uint8
2e9075dd9370,2e9075dd9370.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",674286,170.8354352315267,41.65484443068978,uint8
2f1a80cf7669,2f1a80cf7669.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",619606,141.25921376546225,54.2254810884327,uint8
2e68078909a1,2e68078909a1.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",394006,144.37342834472656,55.0864798057298,uint8
2f7ef35b110e,2f7ef35b110e.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",556050,143.2342414855957,49.473612475295354,uint8
2fd7649afbc1,2fd7649afbc1.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",277246,200.20094045003256,39.704316639849075,uint8
301e73152a6b,301e73152a6b.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",603094,166.13341522216797,39.58108586633044,uint8
305f69c3b990,305f69c3b990.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",693452,167.67853418986002,42.81675004725143,uint8
3025d215a038,3025d215a038.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",597278,166.6065877278646,40.02562950143267,uint8
2ff87855e80d,2ff87855e80d.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",589184,122.18088277180989,58.97977007005548,uint8
30aeedd49805,30aeedd49805.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",596070,152.02892684936523,45.57630283564584,uint8
3051e9d3e56c,3051e9d3e56c.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",609530,150.05476252237955,39.35186421378379,uint8
3088c3e5378e,3088c3e5378e.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",599716,142.13597997029623,47.018500663031055,uint8
31195284c86e,31195284c86e.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",608398,157.75303649902344,47.48151933308315,uint8
30e626fa6fc4,30e626fa6fc4.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",391480,179.0442657470703,46.48592214223306,uint8
316dfb55754c,316dfb55754c.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",630138,137.37376276652017,45.68719935349891,uint8
3169fb224ffd,3169fb224ffd.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",622930,150.62301381429037,40.42651940393977,uint8
30e8876e8be0,30e8876e8be0.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",617120,144.72845840454102,41.754723524405165,uint8
303b72a38e29,303b72a38e29.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",599898,161.16391881306967,48.70894444763756,uint8
3085fe6aa617,3085fe6aa617.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",601558,146.883425394694,51.74593209111005,uint8
30bedf5801b2,30bedf5801b2.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",640710,134.37322107950845,54.123044393580976,uint8
30e28b4c123a,30e28b4c123a.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",659054,154.8991788228353,43.875169556114336,uint8
30d8d5945bf6,30d8d5945bf6.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",619168,163.4205118815104,42.203373132658925,uint8
306c44d93c9d,306c44d93c9d.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",641742,139.94613901774088,53.7881940184937,uint8
313d59193528,313d59193528.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",663766,139.56149546305338,51.76616267592989,uint8
314a25a7f92d,314a25a7f92d.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",657336,151.41845575968424,50.59349144061211,uint8
30d8d381f043,30d8d381f043.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",510530,131.46053314208984,51.96452587532388,uint8
311532d26a2a,311532d26a2a.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",567950,138.85840225219727,47.98876081252132,uint8
314fe249f0de,314fe249f0de.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",625878,144.98262532552084,50.159590008783,uint8
300c72fff77f,300c72fff77f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",555042,136.93079884847006,55.431219765887846,uint8
31544f368c3f,31544f368c3f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",573782,156.34557596842447,37.562564320910184,uint8
311ce1a57f78,311ce1a57f78.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",552842,164.84239451090494,40.743672594322526,uint8
310d01364702,310d01364702.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",598422,126.14977391560872,50.99842731793342,uint8
319c978054dd,319c978054dd.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",640766,140.5242602030436,49.95542066255755,uint8
3124a6a3ebce,3124a6a3ebce.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",623690,168.1348025004069,38.405210156478034,uint8
317d271e3d43,317d271e3d43.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",578152,133.79136276245117,48.982525882302916,uint8
31c233373597,31c233373597.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",650304,148.01384353637695,53.01921894628513,uint8
312bb1ba445f,312bb1ba445f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",608248,156.4815470377604,46.23032633215531,uint8
30c0f59edbb0,30c0f59edbb0.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",539654,137.33993021647134,41.02029381561341,uint8
30a398618989,30a398618989.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",590500,164.4021784464518,36.36565641126228,uint8
309eb7a6195b,309eb7a6195b.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",650220,128.5417734781901,53.07531480086632,uint8
31aa6f45078f,31aa6f45078f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",598592,143.37588500976562,47.14747839561932,uint8
30ac6542a017,30ac6542a017.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",612716,138.02747217814127,51.77354953690423,uint8
314f2d4952e3,314f2d4952e3.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",651624,151.07901000976562,50.04119387448394,uint8
30eb9abf4a94,30eb9abf4a94.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",670910,141.80112965901694,53.279478496155924,uint8
31a130c1f933,31a130c1f933.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",564718,158.11422475179037,36.12700451615446,uint8
30a0c2505c1d,30a0c2505c1d.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",616986,147.76500829060873,42.9161605166686,uint8
30ad648e36a2,30ad648e36a2.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",168694,210.91208775838217,23.42916928256023,uint8
3112bf0eba20,3112bf0eba20.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",594442,150.81792195638022,41.16061893185581,uint8
308ed64a9d86,308ed64a9d86.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",630954,171.61874771118164,39.17934257796163,uint8
31d82ba28004,31d82ba28004.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",630100,139.4863535563151,51.691051965941874,uint8
3067de360996,3067de360996.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",589010,151.7003033955892,45.505357017641,uint8
3148d57b4e07,3148d57b4e07.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",604546,148.31315231323242,38.42188264557487,uint8
31672f6050b5,31672f6050b5.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",667046,138.5841801961263,54.02038913502682,uint8
32708154afe4,32708154afe4.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",621190,158.6728490193685,42.95641143191862,uint8
3297ca481428,3297ca481428.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",587496,147.6715545654297,56.96959473798013,uint8
32b17cffdc91,32b17cffdc91.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",627204,174.0356470743815,37.7065609679307,uint8
31f921a35594,31f921a35594.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",539790,156.76769892374674,36.46581493202459,uint8
3324837c08b8,3324837c08b8.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",430540,174.9932632446289,58.494427475970866,uint8
31e10056bf06,31e10056bf06.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",636052,133.80164337158203,51.278018562821025,uint8
321295e5f260,321295e5f260.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",652058,135.3628298441569,53.51421125586435,uint8
3228222f0728,3228222f0728.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",570082,142.19744745890299,44.27487994042273,uint8
31ea2b63e56f,31ea2b63e56f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",561340,138.68760553995767,41.07465894942134,uint8
326c9663d95d,326c9663d95d.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",628530,136.58259073893228,51.83801659158932,uint8
3256e5296212,3256e5296212.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",641642,131.4863370259603,51.52817728969814,uint8
328aaa428f2e,328aaa428f2e.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",667288,128.25067011515299,54.39150742393319,uint8
32f8fc9a6b06,32f8fc9a6b06.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",644176,159.9596087137858,45.084170621816185,uint8
32eea8d3298b,32eea8d3298b.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",602356,122.59763463338216,55.59896018567581,uint8
32ec094f8400,32ec094f8400.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",588862,141.28171920776367,42.9939612837541,uint8
32aafa12e555,32aafa12e555.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",699648,142.77842330932617,53.84492695552881,uint8
327c14ff607d,327c14ff607d.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",610614,146.80544408162436,43.674381452636766,uint8
32798e3b9ca7,32798e3b9ca7.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",642038,159.44775517781576,41.03324037986538,uint8
3232a9dc877e,3232a9dc877e.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",637590,132.69350051879883,50.185380092753114,uint8
32cf613e3c11,32cf613e3c11.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",625256,155.58514658610025,49.7704124608232,uint8
3296c186697b,3296c186697b.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",616636,160.1200434366862,40.858914400663146,uint8
32ecb214d983,32ecb214d983.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",621444,129.31133270263672,53.11606203388936,uint8
326756bf73fc,326756bf73fc.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",617148,146.13984807332358,43.94456099428387,uint8
329d9bc6f0f8,329d9bc6f0f8.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",628848,150.43294779459634,51.633092068433434,uint8
328a651a4ca7,328a651a4ca7.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",613482,143.63548278808594,51.18822872253183,uint8
323243935225,323243935225.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",628664,163.9992701212565,41.53944617416721,uint8
32d912178fdd,32d912178fdd.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",590142,150.24062220255533,41.04526956569453,uint8
32e007559fb4,32e007559fb4.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",656104,159.38373819986978,49.37738355783837,uint8
327dfb997fd9,327dfb997fd9.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",673080,136.38767115275064,56.75958378268401,uint8
32cb8401471f,32cb8401471f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",588742,172.2370974222819,39.30208446966152,uint8
32962563b439,32962563b439.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",637674,165.44415028889975,43.043390914226244,uint8
32e9c2dcd0d8,32e9c2dcd0d8.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",630134,146.79989878336588,42.6588343972272,uint8
3320c7f5e4c1,3320c7f5e4c1.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",633900,164.45829391479492,42.01807998488613,uint8
331cb06dc6f3,331cb06dc6f3.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",585568,152.9676055908203,38.13665044357861,uint8
332c79b9590b,332c79b9590b.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",673982,126.12697219848633,57.73821036026994,uint8
3245a942f1b9,3245a942f1b9.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",686798,138.84751892089844,54.27129070550243,uint8
320e587b1645,320e587b1645.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",613638,167.31853993733725,37.13808748321843,uint8
327dcb16a7ef,327dcb16a7ef.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",604046,153.79921595255533,43.45428134728442,uint8
326a80f2c6e8,326a80f2c6e8.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",635362,126.56391143798828,50.2814646491136,uint8
3268c223e350,3268c223e350.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",587890,121.60883076985677,52.960484959667575,uint8
331c34551d3d,331c34551d3d.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",609872,160.29444630940756,47.21813753622391,uint8
32cc36ae2619,32cc36ae2619.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",592710,152.40824762980142,44.27283357667542,uint8
32ac19511095,32ac19511095.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",701032,141.44326146443686,56.08504339054755,uint8
3328d5a5a05c,3328d5a5a05c.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",593554,121.13651911417644,47.06907269365793,uint8
325d2815d7d6,325d2815d7d6.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",609744,161.3980573018392,41.04023079443404,uint8
3253c18268c4,3253c18268c4.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",590160,146.59493001302084,43.59786269908992,uint8
328fd030e7c5,328fd030e7c5.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",611968,143.18616739908853,44.17529711971067,uint8
3317458702df,3317458702df.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",613012,134.63034947713217,49.702903522345366,uint8
3433958a48fe,3433958a48fe.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",381816,166.3875414530436,52.70729821903215,uint8
33ef1aefc563,33ef1aefc563.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",521220,129.98264948527017,49.57775326382019,uint8
3452e849d660,3452e849d660.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",664532,138.2422192891439,55.46908229261793,uint8
3453ee225260,3453ee225260.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",610340,152.37923685709634,43.700334487478635,uint8
34bb48772e3c,34bb48772e3c.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",612868,154.6514752705892,44.753671499175745,uint8
3489d7919e88,3489d7919e88.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",609234,150.3339589436849,43.38806879432353,uint8
33361307e751,33361307e751.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",431194,180.39060084025064,52.37955536791506,uint8
34647417dc2c,34647417dc2c.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",602354,128.71636581420898,50.16000711304791,uint8
3378fe495259,3378fe495259.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",581674,139.10651524861655,46.036738010137455,uint8
346059929c9a,346059929c9a.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",689220,141.70479329427084,52.66792597827858,uint8
333bfcb21f32,333bfcb21f32.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",634372,169.8451944986979,41.86411330419155,uint8
33554f69a86d,33554f69a86d.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",626832,133.56689580281576,54.49815258988169,uint8
3398c337fe7a,3398c337fe7a.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",720430,152.6216926574707,51.64519090064001,uint8
33d56ea8889f,33d56ea8889f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",659952,136.55209350585938,54.462134524606014,uint8
34bfda589476,34bfda589476.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",604722,148.09151713053384,47.79369334203046,uint8
33607a373bdd,33607a373bdd.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",618642,165.7511469523112,40.65200640375442,uint8
333c1d618ae3,333c1d618ae3.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",605912,160.28619639078775,47.9242855213583,uint8
339678b1b4f8,339678b1b4f8.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",656700,132.2775395711263,52.73107178297428,uint8
34a17838825f,34a17838825f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",605970,165.1178181966146,38.213848731313206,uint8
33def30dee0d,33def30dee0d.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",627188,172.5460637410482,38.440571240712096,uint8
33d7bc2d3afd,33d7bc2d3afd.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",595504,120.14520899454753,54.79153523478574,uint8
33d8e9a069b2,33d8e9a069b2.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",649526,125.58604049682617,49.88861770097581,uint8
34c0f5078c2f,34c0f5078c2f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",564870,131.29871622721353,47.36070224378664,uint8
33b649b0808c,33b649b0808c.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",709660,135.26979446411133,56.889597348889914,uint8
34090878be4f,34090878be4f.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",645468,137.15839640299478,53.94691779208561,uint8
3409eb0690f1,3409eb0690f1.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",621914,158.45895767211914,40.65530569207809,uint8
33c05bdf4f71,33c05bdf4f71.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",625980,152.3408342997233,46.6666769856732,uint8
34c5e97ba0df,34c5e97ba0df.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",611856,147.7262980143229,46.452786013036295,uint8
34b7461b1788,34b7461b1788.tif,.tif,/hdd-pool/hubmap-hacking-the-human-vasculature/train,"(512, 512, 3)",658030,157.04350662231445,43.0833463946125,uint8
